,words,category
1168,"I'm not the only man in town with a gun , or the only one without a permit '' .",adventure
1169,By failing to do as he was told instantly -- to take out a permit or return the gun to his car -- he had played into Lord's hands .,adventure
1170,The trouble was that he had virtually had to protest .,adventure
1171,"So , `` How about it '' ? ?",adventure
1172,He said .,adventure
1173,`` Why single me out on this permit deal '' ? ?,adventure
1174,"`` Well , I'll tell you about that '' , Lord told him .",adventure
1175,"Don't like to bother no one unless we have to , which I figger we do , in your case .",adventure
1176,Figger we got to be plumb careful with any of you Highlands big shots '' .,adventure
1177,McBride reddened .,adventure
1178,"He was an honest man doing a hard job , and the implication that he was anything else was unbearable .",adventure
1179,"`` Look , Lord '' , he said hoarsely .",adventure
1180,"`` I know you've got a grudge against me , and maybe I can't blame you .",adventure
1181,"But you're all wrong , man ! !",adventure
1182,"I just do what I'm told , and '' --",adventure
1183,`` uh-huh .,adventure
1184,An' that could mean trouble with a fella that's workin' for crooks .,adventure
1185,"So you get rid of that pistol right now , Mis-ter McBride .",adventure
1186,You do that or take you out a permit right now '' .,adventure
1187,"McBride couldn't do either , of course .",adventure
1188,"Not immediately , as the deputy demanded .",adventure
1189,Not without a face-saving respite of at least a few minutes .,adventure
1190,To do so would make his job well-nigh impossible .,adventure
1191,Oil-field workers were a rough-tough lot .,adventure
1192,"How could he exert authority over them -- make them toe the line , as he had to -- if he knuckled under to this small-town clown ? ?",adventure
1193,"`` I'll get around to it a little later '' , he mumbled desperately .",adventure
1194,"`` Just as soon as I go to the bank , and '' --",adventure
1195,`` huh-uh .,adventure
1196,"Now , Mis-ter McBride '' , said Lord , and he laid a firmly restraining hand on the field boss's arm .",adventure
1197,"It was strictly the deputy's game , but McBride had gone too far to throw in .",adventure
1198,It was practically the last move that McBride made of his own volition .,adventure
1199,"Lord slugged him in the stomach , so hard that the organ almost pressed against his spine .",adventure
1200,"Then , as he doubled , gasping , vomiting the breakfast he had so lately eaten , Lord straightened him with an uppercut .",adventure
1201,A rabbit punch redoubled him .,adventure
1202,"And then there was a numbing blow to the heart , and another gut-flattening blow to the stomach",adventure
1203,But he couldn't keep up with them .,adventure
1204,No more could he defend himself against them .,adventure
1205,I meant him no harm .,adventure
1206,I've given willful hurt to no man .,adventure
1207,"I was just doing my job , just following orders , and for that he's going to kill me .",adventure
1208,Beat me to death in front of a hundred people .,adventure
1209,Somehow more terrible than the certainty that he was about to die was the knowledge that Lord would probably not suffer for it : the murder would go unpunished .,adventure
1210,"He , McBride , would be cited as in the wrong , and he , Lord , would go scot-free , an officer who had only done his duty , though perhaps too energetically .",adventure
1211,"Fear-maddened , fleeing the lengthening shadow of death , he scrambled to his feet again .",adventure
1212,He couldn't see ; ;,adventure
1213,he was long past the point of coherent thinking .,adventure
1214,"This , he was sure , was the way they would act ; ;",adventure
1215,And nothing would be done about it .,adventure
1216,Nothing unless,adventure
1217,Donna ! !,adventure
1218,Donna was like he was .,adventure
1219,"She lived by the rules , never compromising , never blinded or diverted by circumstance .",adventure
1220,And Donna would --,adventure
1221,"When he regained consciousness he was in Lord's house , in the office of Doctor Lord , the deputy's deceased father .",adventure
1222,The Brannon outfit -- known as the Slash-B because of its brand -- reached Hondo Creek before sundown .,adventure
1223,The herd was watered and then thrown onto a broad grass flat which was to be the first night's bedground .,adventure
1224,"Two of the new hands , a Mexican named Jose Amado and a kid known only as Laredo , were picked for the first trick of riding night herd .",adventure
1225,"They got tin cups of coffee from the big pot on the coosie's fire , rolled and lighted brown-paper cigarettes , lounged about .",adventure
1226,But they deliberately avoided the one subject that had them all curious : the failure of the boss's wife and son to join the outfit .,adventure
1227,"He'd started a fire and put coffee on , and now was busy at the work board of his chuck wagon .",adventure
1228,He was readying a batch of sourdough biscuits for the Dutch oven .,adventure
1229,Supper would be ready within the hour .,adventure
1230,The Maguire family was setting up a separate camp nearby .,adventure
1231,Billie had unhitched the mules from both Tom Brannon's and his father's wagon .,adventure
1232,"Conchita kept an eye on the twins and little Elena , trying to keep them from falling into the creek by which they persisted in playing .",adventure
1233,"Conchita nagged at the younger children , attempting without success to keep her thoughts off Tom Brannon .",adventure
1234,"Tom Brannon had caught up with the outfit shortly after the Maguires joined it , which had been at midday .",adventure
1235,"He'd come alone , without his wife and child .",adventure
